,Unnamed: 0.1,Unnamed: 0,file_name,label
0,9830,36906,train_data/7c46daf5ca494ab6bc65f58144955a88.jpg,1
1,790,16269,train_data/3b94289ac1e44ec49af17acf250ad4ff.jpg,0
2,18618,53672,train_data/2fa67488b45a4987aebea8f14b546882.jpg,1
3,9973,24062,train_data/c5f0a28cb9a34ec7a998de2fce4f296b.jpg,1
4,11393,79854,train_data/0b11dacb1f0c47eaa3dbad07e6942836.jpg,1
5,198,41673,train_data/97ecb425fab9434bb8cd1251dcbabfd2.jpg,0
6,18061,32906,train_data/5ad66667ef854827b5c3dcb08a729069.jpg,1
7,12279,43236,train_data/4d042c11a44a44cd83e2686b9e9f01e5.jpg,1
8,7675,58812,train_data/25e4be00ba4c4af39ed222121ab39c0e.jpg,1
9,13385,41265,train_data/d152403537bc439281b664bbda75415c.jpg,0
10,548,40790,train_data/ec1fc4b483304c9185fc48f6292ec312.jpg,1
11,3339,48342,train_data/ae6503b9eebc45fba8714ec99c640ef3.jpg,1
12,12940,24555,train_data/00f6ca9a8660431495f8e3b36bca2451.jpg,0
13,15050,26635,train_data/8bfde80117d44167909925585ba70867.jpg,0
14,15008,65477,train_data/32c770fe8afe4db5a478840a885d8cd4.jpg,0
15,7465,47168,train_data/b7b61e3591df40318a219f42b53b6e81.jpg,1
16,11772,75316,train_data/c74e1c981c54451e951c41333118f9e1.jpg,1
17,18347,38688,train_data/2d5fda6073414a4a98b28c5b651e5a34.jpg,1
18,17600,56001,train_data/88c527850938403e808fbd1624de8085.jpg,0
19,10506,52325,train_data/2e7da7c343e246f9974da903d6f24fee.jpg,0
20,19859,35100,train_data/92ded90cc0b1495f96aa22e753b618be.jpg,1
21,13277,77413,train_data/69b1625c33c94bdbbd82e55844126527.jpg,0
22,18187,27614,train_data/9ca57a54e190408bb8fcf8563ee7c5a1.jpg,1
23,7533,58689,train_data/5c969b81058241b7b517bd6ce27c0d74.jpg,0
24,19184,63496,train_data/deb13fc76bf4449b92a52d7a7714e7ba.jpg,1
25,66,47749,train_data/44a5e853cf534f0083525b52bfedeb0a.jpg,0
26,17448,57592,train_data/dfc92a2ff26b4f959c5d34623d92dec6.jpg,1
27,4712,36925,train_data/497954b3989e4196b6e701e213ed3457.jpg,0
28,5214,23400,train_data/16528f4cf1ba4ae2ae251c9618d178f0.jpg,1
29,11452,1536,train_data/c6baa6b44494493e92adaee7d24667e0.jpg,1
30,17944,15757,train_data/93aab3fb7309471fbe7144e94a1976e9.jpg,0
31,5033,4584,train_data/9b4fd4ca8d934a04a57d2fb7016b2393.jpg,1
32,6915,49820,train_data/b54544fc1e3e43a9b80448bf50447c80.jpg,1
33,2572,35626,train_data/fac0bf3325c0434781e3f593213b45dd.jpg,1
